TRIP, TripAdvisor  Inc. ,52.7,47.54,-10.85
RRC,Range Resources Corporation Com ,33,31.245,-5.62
COTY,Coty Inc. ,19.77,18.755,-5.41
MDLZ, Mondelez International  Inc. ,45.37,43.504,-4.29
ZTS,Zoetis Inc. ,55.15,53.37,-3.34
WMB,Williams Companies Inc. (The)  ,28.99,28.0552,-3.33
JWN,Nordstrom Inc. Common ,46.12,44.6801,-3.22
SWN,Southwestern Energy Company Com ,9.03,8.75,-3.20
CHK,Chesapeake Energy Corporation C ,6.32,6.125,-3.18
IFF, Internationa Flavors & Fragranc ,119.16,123.52,3.53
NTAP,NetApp Inc. ,38.93,40.63,4.18
SRCL,Stericycle Inc. ,77.39,83.38,7.18
MS,Morgan Stanley Common ,25.61,45.91,44.22
