HBI, Hanesbrands Inc. Common ,22.71,19.26,-17.91
FCX,Freeport-McMoRan Copper & Gold ,16.81,15.975,-5.23
SRCL,Stericycle Inc. ,76.8,73.56,-4.40
CMG,Chipotle Mexican Grill Inc. Co ,423.3,407.13,-3.97
PKI,PerkinElmer Inc. Common ,53.85,51.99,-3.58
AMZN,Amazon.com Inc. ,839.95,812.36,-3.40
RF,Regions Financial Corporation C ,14.25,14.7,3.06
PFG,Principal Financial Group Inc C ,57.51,59.3532,3.11
TSS,Total System Services Inc. Com ,51,52.64,3.12
C,Citigroup Inc. Common ,55.98,57.81,3.17
NRG,NRG Energy Inc. Common ,16.71,17.26,3.19
SYF,Synchrony Financial Common Stoc,35.34,36.525,3.24
COP,ConocoPhillips Common ,48.69,50.4,3.39
ZION,Zions Bancorporation ,41.77,43.25,3.42
IVZ,Invesco Plc New Common ,29.55,30.745,3.89
AMGN,Amgen Inc. ,159.58,166.2,3.98
GS,Goldman Sachs Group Inc. (The) ,230.41,240.12,4.04
CLX,Clorox Company (The) Common Sto ,120.24,125.69,4.34
V,Visa Inc. ,82.3,86.095,4.41
MS,Morgan Stanley Common ,42.13,44.501,5.33
M,Macy's Inc Common ,30.72,32.46,5.36
MTD,Mettler-Toledo International I ,433.64,461.215,5.98
