NFX,Newfield Exploration Company Co ,42.49,38.65,-9.94
FSLR,First Solar Inc. ,36.62,33.6,-8.99
CXO,Concho Resources Inc. Common St ,141.35,133.75,-5.68
NEM,Newmont Mining Corporation (Hol ,37.44,35.86,-4.41
VRSK,Verisk Analytics Inc. ,85.19,82.025,-3.86
FCX,Freeport-McMoRan Copper & Gold ,14.13,13.625,-3.71
WMB,Williams Companies Inc. (The)  ,28.87,27.8531,-3.65
MRO,Marathon Oil Corporation Common ,16.38,15.82,-3.54
DD,E.I. du Pont de Nemours and Com ,77.18,79.9851,3.51
DOW,Dow Chemical Company (The) Comm ,61.22,63.725,3.93
GRMN,Garmin Ltd. ,50.45,53.56,5.81
