VAR,Varian Medical Systems Inc. Co ,88.8,77.44,-14.67
RRC,Range Resources Corporation Com ,35.71,33.12,-7.82
CHK,Chesapeake Energy Corporation C ,6.92,6.515,-6.22
RIG,Transocean Ltd (Switzerland) Co ,14.9,14.04,-6.13
AAL,American Airlines Group Inc. ,46.95,44.2925,-6.00
FTI,FMC Technologies Inc. Common S ,35.3,33.425,-5.61
MUR,Murphy Oil Corporation Common S ,29.98,28.49,-5.23
MRO,Marathon Oil Corporation Common ,17.41,16.547,-5.22
COG,Cabot Oil & Gas Corporation Com ,22.55,21.5,-4.88
SWN,Southwestern Energy Company Com ,9.42,9,-4.67
CXO,Concho Resources Inc. Common St ,144.04,138.03,-4.35
NFX,Newfield Exploration Company Co ,41.78,40.04,-4.35
COP,ConocoPhillips Common ,49.43,47.39,-4.30
DVN,Devon Energy Corporation Common ,46.64,44.73,-4.27
EQT,EQT Corporation Common ,64.17,61.64,-4.10
UAL,United Continental Holdings ,74.42,71.55,-4.01
DAL,Delta Air Lines Inc. (New) Comm ,49.7,47.8,-3.97
HAL, Halliburton Company Common Stoc ,58.21,56.01,-3.93
CTSH,Cognizant Technology Solutions  ,56.13,54.11,-3.73
XEC,Cimarex Energy Co Common ,139.45,134.66,-3.56
NOV,National Oilwell Varco Inc. Co ,38.87,37.54,-3.54
NBL,Noble Energy Inc. Common ,40.27,38.92,-3.47
COTY,Coty Inc. ,19.5,18.85,-3.45
CF,CF Industries Holdings Inc. Co ,36.51,35.31,-3.40
APA,Apache Corporation Common ,62.08,60.05,-3.38
VRTX,Vertex Pharmaceuticals Incorpor ,87.37,84.52,-3.37
GGP,General Growth Properties Inc. ,24.68,23.885,-3.33
GRMN,Garmin Ltd. ,49,47.43,-3.31
JEC,Jacobs Engineering Group Inc. C ,60.36,58.45,-3.27
HES, Hess Corporation Common ,54.87,53.14,-3.26
VMC,Vulcan Materials Company (Holdi ,134.36,130.151,-3.23
HST, Host Hotels & Resorts  Inc. Com ,18.59,18.01,-3.22
HP, Helmerich & Payne  Inc. Common  ,72.68,70.4145,-3.22
WAT,Waters Corporation Common ,144.38,140.14,-3.03
AMG,Affiliated Managers Group Inc. ,144.45,149.63,3.46
NEE,NextEra Energy Inc. Common Sto ,22.93,122.06,81.21
