URBN,Urban Outfitters Inc. ,25.41,23.96,-6.05
MRO,Marathon Oil Corporation Common ,16.28,15.4284,-5.52
DVN,Devon Energy Corporation Common ,43.56,41.615,-4.67
CHK,Chesapeake Energy Corporation C ,5.26,5.0474,-4.21
MUR,Murphy Oil Corporation Common S ,27.74,26.6866,-3.95
NFX,Newfield Exploration Company Co ,35.86,34.61,-3.61
NBL,Noble Energy Inc. Common ,35.88,34.675,-3.48
O,Realty Income Corporation Commo ,59.84,57.9999,-3.17
COP,ConocoPhillips Common ,47.72,46.295,-3.08
OXY,Occidental Petroleum Corporatio ,64.7,62.79,-3.04
TRIP, TripAdvisor  Inc. ,41.31,43.46,4.95
HRB, H&R Block  Inc. Common ,20.84,24.06,13.38
