TRIP, TripAdvisor  Inc. ,52.7,47.02,-12.08
RRC,Range Resources Corporation Com ,33,31.2599,-5.57
COTY,Coty Inc. ,19.77,18.745,-5.47
SWN,Southwestern Energy Company Com ,9.03,8.6,-5.00
MDLZ, Mondelez International  Inc. ,45.37,43.25,-4.90
JWN,Nordstrom Inc. Common ,46.12,44.205,-4.33
ZTS,Zoetis Inc. ,55.15,52.965,-4.13
CHK,Chesapeake Energy Corporation C ,6.32,6.09,-3.78
WMB,Williams Companies Inc. (The)  ,28.99,27.995,-3.55
KSS,Kohl's Corporation Common ,42.85,41.5,-3.25
COG,Cabot Oil & Gas Corporation Com ,23.89,23.14,-3.24
WYNN,Wynn Resorts Limited ,99.79,96.705,-3.19
M,Macy's Inc Common ,32.74,31.78,-3.02
IFF, Internationa Flavors & Fragranc ,119.16,123.96,3.87
NTAP,NetApp Inc. ,38.93,40.52,3.92
SRCL,Stericycle Inc. ,77.39,83.2,6.98
MS,Morgan Stanley Common ,25.61,46.175,44.54
