KORS,Michael Kors Holdings Limited O ,41.28,35.56,-16.09
GM,General Motors Company Common S ,36.83,34.9,-5.53
FIS,Fidelity National Information S ,79.35,75.95,-4.48
VMC,Vulcan Materials Company (Holdi ,128.08,123,-4.13
FMC,FMC Corporation Common ,60.67,58.8,-3.18
MAC,Macerich Company (The) Common S ,69.02,66.9,-3.17
CAH,Cardinal Health Inc. Common St ,75.97,78.385,3.08
TSN,Tyson Foods Inc. Common ,63.13,65.5401,3.68
EMR,Emerson Electric Company Common ,59.86,62.83,4.73
TDG,Transdigm Group Incorporated Tr ,230.94,243.535,5.17
NOV,National Oilwell Varco Inc. Co ,37.46,39.81,5.90
CNC,Centene Corporation Common Stoc ,63.63,68.09,6.55
