TGT,Target Corporation Common ,66.91,59.2435,-12.94
PRGO,Perrigo Company ,84.68,75.02,-12.88
FTR,Frontier Communications Corpora ,3.29,2.93,-12.29
ETFC,E*TRADE Financial Corporation ,37.2,34.11,-9.06
SIG,Signet Jewelers Limited Common  ,72.88,66.85,-9.02
DG,Dollar General Corporation Comm ,76.79,73.13,-5.00
SCHW,Charles Schwab Corporation (The ,41.73,39.915,-4.55
SPLS,Staples Inc. ,9.31,8.99,-3.56
AYI,Acuity Brands Inc (Holding Comp ,219.84,212.73,-3.34
DLTR,Dollar Tree Inc. ,79.56,77.06,-3.24
BBY,Best Buy Co. Inc. Common ,46.15,44.71,-3.22
URBN,Urban Outfitters Inc. ,26.79,25.965,-3.18
AES,The AES Corporation Common Stoc ,11.14,11.545,3.51
ADM,Archer-Daniels-Midland Company  ,45.37,47.1101,3.69
PCLN,priceline.com Incorporated ,1632.01,1730.67,5.70
ENDP,Endo Health Solutions Inc. ,13.29,14.3408,7.33
ALB,Albemarle Corporation Common St ,92.46,100.71,8.19
