ENDP,Endo Health Solutions Inc. ,12.25,11.5966,-5.63
KSS,Kohl's Corporation Common ,41.34,39.155,-5.58
RIG,Transocean Ltd (Switzerland) Co ,13.53,12.8453,-5.33
AAL,American Airlines Group Inc. ,46.82,44.51,-5.19
UAL,United Continental Holdings ,75.59,72.19,-4.71
FTR,Frontier Communications Corpora ,2.87,2.745,-4.55
M,Macy's Inc Common ,31.77,30.4,-4.51
FSLR,First Solar Inc. ,34.61,33.34,-3.81
DAL,Delta Air Lines Inc. (New) Comm ,50.13,48.38,-3.62
NEM,Newmont Mining Corporation (Hol ,34.07,32.92,-3.49
FCX,Freeport-McMoRan Copper & Gold ,13.2,12.755,-3.49
NAVI,Navient Corporation ,14.905,14.41,-3.44
ADSK,Autodesk Inc. ,85.32,82.67,-3.21
JWN,Nordstrom Inc. Common ,46.35,44.94,-3.14
IP,International Paper Company Com ,54,52.4136,-3.03
COG,Cabot Oil & Gas Corporation Com ,22.36,23.0925,3.17
SWN,Southwestern Energy Company Com ,7.71,7.98,3.38
RRC,Range Resources Corporation Com ,27.34,28.68,4.67
