SWN,Southwestern Energy Company Com ,8.35,7.68,-8.72
RRC,Range Resources Corporation Com ,28.94,27.79,-4.14
M,Macy's Inc Common ,32.44,33.45,3.02
DG,Dollar General Corporation Comm ,75.92,78.3,3.04
NWL,Newell Rubbermaid Inc. Common S ,46.99,48.64,3.39
URBN,Urban Outfitters Inc. ,26.3,27.31,3.70
STZ,Constellation Brands Inc. Comm ,153.6,159.505,3.70
DLTR,Dollar Tree Inc. ,77.57,80.745,3.93
GPS,Gap Inc. (The) Common ,23.97,25.03,4.23
LB,L.B. Foster Company ,48.94,51.47,4.92
INTU,Intuit Inc. ,120.7,127.1,5.04
KSS,Kohl's Corporation Common ,40.91,43.18,5.26
JWN,Nordstrom Inc. Common ,43.94,46.695,5.90
FL,Footlocker Inc. ,68.58,74.54,8.00
