MRO,Marathon Oil Corporation Common ,15.84,15.165,-4.45
CTXS,Citrix Systems Inc. ,84.93,81.48,-4.23
FTR,Frontier Communications Corpora ,2.53,2.43,-4.12
SWN,Southwestern Energy Company Com ,7.6,7.32,-3.83
UAL,United Continental Holdings ,69.85,67.61,-3.31
PXD,Pioneer Natural Resources Compa ,184.41,178.58,-3.26
TRIP, TripAdvisor  Inc. ,43.51,42.18,-3.15
CHK,Chesapeake Energy Corporation C ,5.33,5.17,-3.09
OKE,ONEOK Inc. Common ,53.98,52.36,-3.09
WU,Western Union Company (The) Com ,19.58,20.38,3.93
