UA,Under Armour Inc. Class A Comm ,25.09,19.7946,-26.75
UPS,United Parcel Service Inc. Com ,117.03,109.84,-6.55
VLO,Valero Energy Corporation Commo ,68.23,64.89,-5.15
TSO,Tesoro Corporation Common ,83.41,79.85,-4.46
NUE,Nucor Corporation Common ,60.1,57.58,-4.38
PNR,Pentair Inc. Common ,60.76,58.65,-3.60
XRX,Xerox Corporation Common ,6.95,6.71,-3.58
RRC,Range Resources Corporation Com ,33.34,32.2,-3.54
SIG,Signet Jewelers Limited Common  ,79.16,76.5,-3.48
TXN,Texas Instruments Incorporated ,77.9,75.45,-3.25
HOG, Harley-Davidson  Inc. Common St ,57.92,56.1101,-3.23
URI,United Rentals Inc. Common Sto ,128.77,124.84,-3.15
UAL,United Continental Holdings ,71.72,69.57,-3.09
NEM,Newmont Mining Corporation (Hol ,34.97,36.22,3.45
DHR,Danaher Corporation Common Stoc ,80.36,83.41,3.66
ABC,AmerisourceBergen Corporation ( ,83.62,86.91,3.79
TMO,Thermo Fisher Scientific Inc Co ,143.29,149.73,4.30
GGP,General Growth Properties Inc. ,23.88,25.05,4.67
NEE,NextEra Energy Inc. Common Sto ,23.12,124.13,81.37
