TRIP, TripAdvisor  Inc. ,52.7,47.575,-10.77
RRC,Range Resources Corporation Com ,33,31.1,-6.11
COTY,Coty Inc. ,19.77,18.79,-5.22
MDLZ, Mondelez International  Inc. ,45.37,43.3732,-4.60
SWN,Southwestern Energy Company Com ,9.03,8.69,-3.91
JWN,Nordstrom Inc. Common ,46.12,44.52,-3.59
COG,Cabot Oil & Gas Corporation Com ,23.89,23.07,-3.55
ZTS,Zoetis Inc. ,55.15,53.26,-3.55
WMB,Williams Companies Inc. (The)  ,28.99,28.045,-3.37
CHK,Chesapeake Energy Corporation C ,6.32,6.115,-3.35
NTAP,NetApp Inc. ,38.93,40.52,3.92
SRCL,Stericycle Inc. ,77.39,82.62,6.33
MS,Morgan Stanley Common ,25.61,45.89,44.19
