DNB,Dun & Bradstreet Corporation (T ,122.47,102.47,-19.52
SEE,Sealed Air Corporation Common S ,50.22,45.58,-10.18
COTY,Coty Inc. ,20.04,18.35,-9.21
MAS,Masco Corporation Common ,33.79,32.715,-3.29
NLSN, Nielsen Holdings N.V. Common St ,42.06,43.3712,3.02
NUE,Nucor Corporation Common ,58.28,60.1,3.03
PRU,Prudential Financial Inc. Comm ,105.22,108.55,3.07
CTSH,Cognizant Technology Solutions  ,56.45,58.25,3.09
KSS,Kohl's Corporation Common ,40.84,42.2,3.22
DLTR,Dollar Tree Inc. ,76.66,79.34,3.38
DG,Dollar General Corporation Comm ,75.07,77.72,3.41
CMI,Cummins Inc. Common ,145.68,151.23,3.67
K,Kellogg Company Common ,73.49,76.39,3.80
HUM, Humana Inc. Common ,199.64,207.81,3.93
EFX,Equifax Inc. Common ,121.99,127,3.94
GT,Goodyear Tire & Rubber Company  ,32.13,33.46,3.97
UA,Under Armour Inc. Class A Comm ,18.3,19.1498,4.44
ROP,Roper Industries Inc. Common S ,193.01,203.26,5.04
ALLE,Allegion plc Ordinary Shares ,67.6,71.35,5.26
PXD,Pioneer Natural Resources Compa ,181.68,191.91,5.33
TDC,Teradata Corporation Common Sto ,30.17,32.72,7.79
