DNB,Dun & Bradstreet Corporation (T ,122.47,103.93,-17.84
COTY,Coty Inc. ,20.04,18.3,-9.51
SEE,Sealed Air Corporation Common S ,50.22,46.5,-8.00
MAS,Masco Corporation Common ,33.79,32.235,-4.82
AAL,American Airlines Group Inc. ,45.06,46.49,3.08
ROP,Roper Industries Inc. Common S ,193.01,199.888,3.44
K,Kellogg Company Common ,73.49,76.185,3.54
ALLE,Allegion plc Ordinary Shares ,67.6,70.21,3.72
CHK,Chesapeake Energy Corporation C ,6.12,6.3591,3.76
EFX,Equifax Inc. Common ,121.99,127.31,4.18
VIAB, Viacom Inc. ,42.07,43.99,4.36
CMI,Cummins Inc. Common ,145.68,152.4,4.41
GT,Goodyear Tire & Rubber Company  ,32.13,33.82,5.00
PXD,Pioneer Natural Resources Compa ,181.68,191.28,5.02
TDC,Teradata Corporation Common Sto ,30.17,32.86,8.19
