UA,Under Armour Inc. Class A Comm ,25.09,19.4401,-29.06
UPS,United Parcel Service Inc. Com ,117.03,109.412,-6.96
VLO,Valero Energy Corporation Commo ,68.23,65.239,-4.58
RRC,Range Resources Corporation Com ,33.34,31.98,-4.25
NUE,Nucor Corporation Common ,60.1,57.705,-4.15
TSO,Tesoro Corporation Common ,83.41,80.37,-3.78
TXN,Texas Instruments Incorporated ,77.9,75.3,-3.45
PNR,Pentair Inc. Common ,60.76,58.81,-3.32
MCHP,Microchip Technology Incorporat ,69.06,66.89,-3.24
HOG, Harley-Davidson  Inc. Common St ,57.92,56.125,-3.20
URI,United Rentals Inc. Common Sto ,128.77,124.8,-3.18
MA,Mastercard Incorporated Common  ,109.3,106.07,-3.05
HRB, H&R Block  Inc. Common ,21.9,21.26,-3.01
SPG,Simon Property Group Inc. Comm ,177.74,183.55,3.17
NEM,Newmont Mining Corporation (Hol ,34.97,36.21,3.42
MNK,Mallinckrodt plc ,46.45,48.115,3.46
COH,Coach Inc. Common ,35.98,37.355,3.68
REGN,Regeneron Pharmaceuticals Inc. ,344.5,357.88,3.74
ABC,AmerisourceBergen Corporation ( ,83.62,87.08,3.97
DHR,Danaher Corporation Common Stoc ,80.36,83.93,4.25
GGP,General Growth Properties Inc. ,23.88,25.02,4.56
TMO,Thermo Fisher Scientific Inc Co ,143.29,151.67,5.53
NEE,NextEra Energy Inc. Common Sto ,23.12,123.43,81.27
