UA,Under Armour Inc. Class A Comm ,25.09,19.66,-27.62
UPS,United Parcel Service Inc. Com ,117.03,109.485,-6.89
VLO,Valero Energy Corporation Commo ,68.23,65.06,-4.87
TSO,Tesoro Corporation Common ,83.41,79.8,-4.52
NUE,Nucor Corporation Common ,60.1,57.92,-3.76
HOG, Harley-Davidson  Inc. Common St ,57.92,55.92,-3.58
PNR,Pentair Inc. Common ,60.76,58.84,-3.26
MLM,Martin Marietta Materials Inc. ,235.31,227.995,-3.21
RRC,Range Resources Corporation Com ,33.34,32.315,-3.17
TXN,Texas Instruments Incorporated ,77.9,75.525,-3.14
SPG,Simon Property Group Inc. Comm ,177.74,183.24,3.00
NEM,Newmont Mining Corporation (Hol ,34.97,36.12,3.18
DHR,Danaher Corporation Common Stoc ,80.36,83.69,3.98
ABC,AmerisourceBergen Corporation ( ,83.62,87.2,4.11
GGP,General Growth Properties Inc. ,23.88,24.935,4.23
TMO,Thermo Fisher Scientific Inc Co ,143.29,149.8,4.35
NEE,NextEra Energy Inc. Common Sto ,23.12,124.075,81.37
