TRIP, TripAdvisor  Inc. ,52.7,47.6,-10.71
RRC,Range Resources Corporation Com ,33,31.48,-4.83
COTY,Coty Inc. ,19.77,18.86,-4.83
ZTS,Zoetis Inc. ,55.15,53,-4.06
REGN,Regeneron Pharmaceuticals Inc. ,384,370.31,-3.70
MDLZ, Mondelez International  Inc. ,45.37,43.76,-3.68
JWN,Nordstrom Inc. Common ,46.12,44.57,-3.48
WMB,Williams Companies Inc. (The)  ,28.99,28.13,-3.06
CSCO,Cisco Systems Inc. ,32.82,33.838,3.01
IFF, Internationa Flavors & Fragranc ,119.16,123.869,3.80
NTAP,NetApp Inc. ,38.93,40.6,4.11
SRCL,Stericycle Inc. ,77.39,84,7.87
MS,Morgan Stanley Common ,25.61,46.21,44.58
