HBI, Hanesbrands Inc. Common ,22.71,19.2999,-17.67
FCX,Freeport-McMoRan Copper & Gold ,16.81,15.96,-5.33
SRCL,Stericycle Inc. ,76.8,73.01,-5.19
CMG,Chipotle Mexican Grill Inc. Co ,423.3,406.98,-4.01
PKI,PerkinElmer Inc. Common ,53.85,51.995,-3.57
AMZN,Amazon.com Inc. ,839.95,812.23,-3.41
TSS,Total System Services Inc. Com ,51,52.6,3.04
PWR,Quanta Services Inc. Common St ,35.53,36.65,3.06
RF,Regions Financial Corporation C ,14.25,14.7,3.06
C,Citigroup Inc. Common ,55.98,57.775,3.11
NRG,NRG Energy Inc. Common ,16.71,17.27,3.24
COP,ConocoPhillips Common ,48.69,50.36,3.32
ZION,Zions Bancorporation ,41.77,43.27,3.47
SYF,Synchrony Financial Common Stoc,35.34,36.635,3.53
IVZ,Invesco Plc New Common ,29.55,30.71,3.78
AMGN,Amgen Inc. ,159.58,166.02,3.88
CLX,Clorox Company (The) Common Sto ,120.24,125.65,4.31
GS,Goldman Sachs Group Inc. (The) ,230.41,240.87,4.34
V,Visa Inc. ,82.3,86.18,4.50
M,Macy's Inc Common ,30.72,32.26,4.77
MS,Morgan Stanley Common ,42.13,44.51,5.35
MTD,Mettler-Toledo International I ,433.64,461,5.93
