FFIV,F5 Networks Inc. ,147.13,141.11,-4.27
OKE,ONEOK Inc. Common ,53.06,54.8133,3.20
SWN,Southwestern Energy Company Com ,7.89,8.17,3.43
REGN,Regeneron Pharmaceuticals Inc. ,382.55,396.865,3.61
KSS,Kohl's Corporation Common ,38.45,39.91,3.66
DVN,Devon Energy Corporation Common ,39.62,41.13,3.67
RRC,Range Resources Corporation Com ,27.79,28.86,3.71
NRG,NRG Energy Inc. Common ,18.11,18.831,3.83
GPS,Gap Inc. (The) Common ,23.78,24.73,3.84
URBN,Urban Outfitters Inc. ,23.35,24.3,3.91
MUR,Murphy Oil Corporation Common S ,27.26,28.38,3.95
MRO,Marathon Oil Corporation Common ,15.23,15.905,4.24
JWN,Nordstrom Inc. Common ,43.58,45.58,4.39
HES, Hess Corporation Common ,47.45,49.67,4.47
ENDP,Endo Health Solutions Inc. ,10.74,11.515,6.73
CHK,Chesapeake Energy Corporation C ,5.39,5.915,8.88
VRTX,Vertex Pharmaceuticals Incorpor ,89.67,108.75,17.54
