SCG,SCANA Corporation Common ,70.03,67.01,-4.51
FLIR,FLIR Systems Inc. ,36.4,34.87,-4.39
ALB,Albemarle Corporation Common St ,94.75,91.14,-3.96
APA,Apache Corporation Common ,57.18,55.21,-3.57
MU,Micron Technology Inc. ,23.9,23.1611,-3.19
HOLX, Hologic  Inc. ,40.02,38.815,-3.10
TAP,Molson Coors Brewing Company Cl ,96.21,99.1905,3.00
DNB,Dun & Bradstreet Corporation (T ,102.31,105.66,3.17
BBY,Best Buy Co. Inc. Common ,43.97,45.4199,3.19
BMY,Bristol-Myers Squibb Company Co ,52.03,53.79,3.27
UA,Under Armour Inc. Class A Comm ,18.65,19.29,3.32
MCK,McKesson Corporation Common Sto ,140.49,145.33,3.33
COTY,Coty Inc. ,18.37,19.17,4.17
GM,General Motors Company Common S ,35.52,37.185,4.48
ENDP,Endo Health Solutions Inc. ,12.1,12.83,5.69
