AIG,American International Group I ,66.89,60.7758,-10.06
CF,CF Industries Holdings Inc. Co ,36.32,34.53,-5.18
DVN,Devon Energy Corporation Common ,45.94,44.41,-3.45
FCX,Freeport-McMoRan Copper & Gold ,15.9,15.3707,-3.44
GILD,Gilead Sciences Inc. ,67.55,69.86,3.31
PG,Procter & Gamble Company (The)  ,87.86,91,3.45
PRGO,Perrigo Company ,82.13,85.075,3.46
LUV,Southwest Airlines Company Comm ,55.31,57.31,3.49
MYL,Mylan Inc. ,40.75,42.475,4.06
NRG,NRG Energy Inc. Common ,16.79,17.53,4.22
ADI,Analog Devices Inc. ,77.84,81.35,4.31
WYN,Wyndham Worldwide Corp Common   ,81.8,85.69,4.54
FLIR,FLIR Systems Inc. ,34.15,36.85,7.33
ENDP,Endo Health Solutions Inc. ,12.65,13.67,7.46
MS,Morgan Stanley Common ,25.59,46.515,44.99
