KORS,Michael Kors Holdings Limited O ,41.28,36.3101,-13.69
GM,General Motors Company Common S ,36.83,35.125,-4.85
VMC,Vulcan Materials Company (Holdi ,128.08,122.31,-4.72
FMC,FMC Corporation Common ,60.67,58.19,-4.26
FIS,Fidelity National Information S ,79.35,76.21,-4.12
MSI, Motorola Solutions  Inc. Common ,81.73,78.51,-4.10
OMC,Omnicom Group Inc. Common ,87.39,84.42,-3.52
HAS, Hasbro  Inc. ,94.31,97.25,3.02
CHD,Church & Dwight Company Inc. C ,45.45,46.89,3.07
NWL,Newell Rubbermaid Inc. Common S ,44.23,45.695,3.21
CAH,Cardinal Health Inc. Common St ,75.97,78.54,3.27
TSN,Tyson Foods Inc. Common ,63.13,65.79,4.04
EMR,Emerson Electric Company Common ,59.86,62.86,4.77
TDG,Transdigm Group Incorporated Tr ,230.94,243.17,5.03
CNC,Centene Corporation Common Stoc ,63.63,67.26,5.40
NOV,National Oilwell Varco Inc. Co ,37.46,40.2433,6.92
