LH,Laboratory Corporation of Ameri ,137.69,129.02,-6.72
NWL,Newell Rubbermaid Inc. Common S ,46.89,44.67,-4.97
IP,International Paper Company Com ,53.01,50.781,-4.39
XYL, Xylem Inc. Common ,49.25,47.2,-4.34
SYY,Sysco Corporation Common ,52.54,50.395,-4.26
TSN,Tyson Foods Inc. Common ,65.39,63.13,-3.58
FTI,FMC Technologies Inc. Common S ,33.41,32.28,-3.50
SIG,Signet Jewelers Limited Common  ,76.3,73.875,-3.28
FAST,Fastenal Company ,49.04,50.645,3.17
COG,Cabot Oil & Gas Corporation Com ,21.43,23.755,9.79
HAS, Hasbro  Inc. ,82.63,94.585,12.64
