TGT,Target Corporation Common ,66.91,58.66,-14.06
PRGO,Perrigo Company ,84.68,74.99,-12.92
FTR,Frontier Communications Corpora ,3.29,2.955,-11.34
SIG,Signet Jewelers Limited Common  ,72.88,65.95,-10.51
ETFC,E*TRADE Financial Corporation ,37.2,34.69,-7.24
DG,Dollar General Corporation Comm ,76.79,73.23,-4.86
MNK,Mallinckrodt plc ,54.6,52.44,-4.12
SCHW,Charles Schwab Corporation (The ,41.73,40.1,-4.06
BBY,Best Buy Co. Inc. Common ,46.15,44.54,-3.61
SPLS,Staples Inc. ,9.31,8.99,-3.56
KSS,Kohl's Corporation Common ,43.79,42.51,-3.01
OKE,ONEOK Inc. Common ,53.35,55.07,3.12
AES,The AES Corporation Common Stoc ,11.14,11.53,3.38
PCLN,priceline.com Incorporated ,1632.01,1729.74,5.65
ALB,Albemarle Corporation Common St ,92.46,99.02,6.62
