AIG,American International Group I ,66.89,60.68,-10.23
CF,CF Industries Holdings Inc. Co ,36.32,34.58,-5.03
DVN,Devon Energy Corporation Common ,45.94,44.43,-3.40
FCX,Freeport-McMoRan Copper & Gold ,15.9,15.4125,-3.16
R,Ryder System Inc. Common ,76.6,79.07,3.12
GILD,Gilead Sciences Inc. ,67.55,69.845,3.29
PG,Procter & Gamble Company (The)  ,87.86,90.88,3.32
LUV,Southwest Airlines Company Comm ,55.31,57.345,3.55
MYL,Mylan Inc. ,40.75,42.43,3.96
ADI,Analog Devices Inc. ,77.84,81.06,3.97
NRG,NRG Energy Inc. Common ,16.79,17.54,4.28
WYN,Wyndham Worldwide Corp Common   ,81.8,85.59,4.43
FLIR,FLIR Systems Inc. ,34.15,36.83,7.28
ENDP,Endo Health Solutions Inc. ,12.65,13.675,7.50
MS,Morgan Stanley Common ,25.59,46.5,44.97
