LB,L.B. Foster Company ,58.13,48.335,-20.26
NVDA,NVIDIA Corporation ,110.76,100.627,-10.07
HRL, Hormel Foods Corporation Common ,37.3,34.45,-8.27
APA,Apache Corporation Common ,54.91,52.22,-5.15
LKQ, LKQ Corporation ,33.05,31.56,-4.72
CF,CF Industries Holdings Inc. Co ,33.22,31.73,-4.70
URBN,Urban Outfitters Inc. ,27.73,26.52,-4.56
BSX,Boston Scientific Corporation C ,25.16,24.19,-4.01
MLM,Martin Marietta Materials Inc. ,218.94,211.345,-3.59
RRC,Range Resources Corporation Com ,29.93,28.94,-3.42
URI,United Rentals Inc. Common Sto ,128.06,123.99,-3.28
REGN,Regeneron Pharmaceuticals Inc. ,370.22,358.7,-3.21
HES, Hess Corporation Common ,51.56,53.19,3.06
NOV,National Oilwell Varco Inc. Co ,38.86,40.11,3.12
ENDP,Endo Health Solutions Inc. ,12.89,13.41,3.88
EW,Edwards Lifesciences Corporatio ,92.21,96.19,4.14
RIG,Transocean Ltd (Switzerland) Co ,13.28,14.165,6.25
HPQ, Hewlett-Packard Company Common  ,16.2,17.49,7.38
FSLR,First Solar Inc. ,33.57,37.049,9.39
