KORS,Michael Kors Holdings Limited O ,41.28,36.55,-12.94
FMC,FMC Corporation Common ,60.67,56.85,-6.72
MSI, Motorola Solutions  Inc. Common ,81.73,77.65,-5.25
GM,General Motors Company Common S ,36.83,35.105,-4.91
VMC,Vulcan Materials Company (Holdi ,128.08,122.38,-4.66
MUR,Murphy Oil Corporation Common S ,29.09,27.83,-4.53
CXO,Concho Resources Inc. Common St ,141.58,135.89,-4.19
NFX,Newfield Exploration Company Co ,40.71,39.075,-4.18
LUK,Leucadia National Corporation C ,24.41,23.495,-3.89
XEC,Cimarex Energy Co Common ,131.2,126.72,-3.54
PXD,Pioneer Natural Resources Compa ,181.08,174.945,-3.51
CHK,Chesapeake Energy Corporation C ,6.38,6.1807,-3.22
HES, Hess Corporation Common ,53.16,51.5,-3.22
FCX,Freeport-McMoRan Copper & Gold ,16,15.505,-3.19
MRO,Marathon Oil Corporation Common ,16.52,16.0183,-3.13
ENDP,Endo Health Solutions Inc. ,12.53,12.15,-3.13
MAC,Macerich Company (The) Common S ,69.02,66.96,-3.08
NBL,Noble Energy Inc. Common ,39.86,38.68,-3.05
PVH,PVH Corp. Common ,88.43,85.82,-3.04
CHD,Church & Dwight Company Inc. C ,45.45,47.345,4.00
EMR,Emerson Electric Company Common ,59.86,62.4635,4.17
NOV,National Oilwell Varco Inc. Co ,37.46,39.38,4.88
TDG,Transdigm Group Incorporated Tr ,230.94,244.27,5.46
CNC,Centene Corporation Common Stoc ,63.63,67.39,5.58
