BAC,Bank of America Corporation Com ,24.44,23.164,-5.51
KEY,KeyCorp Common ,18.08,17.19,-5.18
CMA,Comerica Incorporated Common St ,70.65,67.19,-5.15
ENDP,Endo Health Solutions Inc. ,10.31,9.84,-4.78
ZION,Zions Bancorporation ,43.19,41.23,-4.75
UA,Under Armour Inc. Class A Comm ,18.26,17.4353,-4.73
HBAN, Huntington Bancshares Incorpora ,13.52,12.915,-4.68
CFG,Citizens Financial Group Inc.,36.23,34.75,-4.26
RF,Regions Financial Corporation C ,14.88,14.275,-4.24
M,Macy's Inc Common ,29.37,28.2,-4.15
STI,SunTrust Banks Inc. Common Sto ,57.27,55.045,-4.04
FITB, Fifth Third Bancorp ,26.19,25.205,-3.91
MNK,Mallinckrodt plc ,46.44,44.7083,-3.87
LNC,Lincoln National Corporation Co ,67.04,64.56,-3.84
GPS,Gap Inc. (The) Common ,23.46,22.615,-3.74
PBCT,People's United Financial Inc. ,18.64,17.978,-3.68
MS,Morgan Stanley Common ,44.59,43.06,-3.55
FSLR,First Solar Inc. ,30.34,29.3,-3.55
NUE,Nucor Corporation Common ,64.67,62.47,-3.52
URI,United Rentals Inc. Common Sto ,124.99,120.835,-3.44
WDC,Western Digital Corporation ,76.42,73.8999,-3.41
SCHW,Charles Schwab Corporation (The ,42.25,40.905,-3.29
KSS,Kohl's Corporation Common ,38.56,37.35,-3.24
CPB,Campbell Soup Company Common St ,59,57.181,-3.18
BBT,BB&T Corporation Common ,46.23,44.81,-3.17
PWR,Quanta Services Inc. Common St ,37.1,35.97,-3.14
URBN,Urban Outfitters Inc. ,23.18,22.48,-3.11
PNC,PNC Financial Services Group I ,123.79,120.065,-3.10
MTB,M&T Bank Corporation Common Sto ,160.94,156.15,-3.07
AN,AutoNation Inc. Common ,43.92,42.615,-3.06
COF,Capital One Financial Corporati ,86.78,84.21,-3.05
XRX,Xerox Corporation Common ,7.43,7.21,-3.05
