DNB,Dun & Bradstreet Corporation (T ,122.47,103,-18.90
COTY,Coty Inc. ,20.04,18.35,-9.21
SEE,Sealed Air Corporation Common S ,50.22,46.51,-7.98
MAS,Masco Corporation Common ,33.79,32.1,-5.26
WFM, Whole Foods Market  Inc. ,29.3,30.22,3.04
AAL,American Airlines Group Inc. ,45.06,46.49,3.08
CHK,Chesapeake Energy Corporation C ,6.12,6.3162,3.11
ALLE,Allegion plc Ordinary Shares ,67.6,70.115,3.59
K,Kellogg Company Common ,73.49,76.3,3.68
ROP,Roper Industries Inc. Common S ,193.01,202.23,4.56
EFX,Equifax Inc. Common ,121.99,127.87,4.60
CMI,Cummins Inc. Common ,145.68,152.79,4.65
VIAB, Viacom Inc. ,42.07,44.155,4.72
GT,Goodyear Tire & Rubber Company  ,32.13,33.73,4.74
PXD,Pioneer Natural Resources Compa ,181.68,191.449,5.10
TDC,Teradata Corporation Common Sto ,30.17,32.925,8.37
