RIG,Transocean Ltd (Switzerland) Co ,12.4,11.78,-5.26
SPLS,Staples Inc. ,8.96,8.53,-5.04
PPG,PPG Industries Inc. Common Sto ,106.83,102.702,-4.02
STX,Seagate Technology. ,48.11,46.305,-3.90
TSO,Tesoro Corporation Common ,83.76,80.69,-3.80
AAL,American Airlines Group Inc. ,44.89,43.309,-3.65
WDC,Western Digital Corporation ,76.45,74.03,-3.27
FLR,Fluor Corporation Common ,54.63,52.91,-3.25
EW,Edwards Lifesciences Corporatio ,89.53,92.31,3.01
FTR,Frontier Communications Corpora ,2.49,2.605,4.41
MRO,Marathon Oil Corporation Common ,14.87,15.575,4.53
SIG,Signet Jewelers Limited Common  ,64.4,69.97,7.96
