AKAM,Akamai Technologies Inc. ,71.12,64.155,-10.86
GILD,Gilead Sciences Inc. ,73.13,66.085,-10.66
AIZ,Assurant Inc. Common ,97,90.14,-7.61
ICE, IntercontinentalExchange  Inc.  ,59.93,57.765,-3.75
JEC,Jacobs Engineering Group Inc. C ,58.8,56.84,-3.45
CFG,Citizens Financial Group Inc.,36.59,35.44,-3.24
SWN,Southwestern Energy Company Com ,9.19,8.915,-3.08
UA,Under Armour Inc. Class A Comm ,17.79,18.3518,3.06
FIS,Fidelity National Information S ,77.3,80.13,3.53
CTSH,Cognizant Technology Solutions  ,53.79,55.95,3.86
XRX,Xerox Corporation Common ,7.07,7.355,3.87
ORLY,O'Reilly Automotive Inc. ,262.19,273.06,3.98
MCHP,Microchip Technology Incorporat ,69.62,74.85,6.99
