VAR,Varian Medical Systems Inc. Co ,88.8,77.56,-14.49
RIG,Transocean Ltd (Switzerland) Co ,14.9,13.935,-6.93
RRC,Range Resources Corporation Com ,35.71,33.4,-6.92
CHK,Chesapeake Energy Corporation C ,6.92,6.48,-6.79
COG,Cabot Oil & Gas Corporation Com ,22.55,21.29,-5.92
MRO,Marathon Oil Corporation Common ,17.41,16.45,-5.84
FTI,FMC Technologies Inc. Common S ,35.3,33.39,-5.72
MUR,Murphy Oil Corporation Common S ,29.98,28.44,-5.41
AAL,American Airlines Group Inc. ,46.95,44.545,-5.40
CXO,Concho Resources Inc. Common St ,144.04,138.15,-4.26
SWN,Southwestern Energy Company Com ,9.42,9.035,-4.26
CTSH,Cognizant Technology Solutions  ,56.13,53.849,-4.24
UAL,United Continental Holdings ,74.42,71.43,-4.19
NFX,Newfield Exploration Company Co ,41.78,40.13,-4.11
COP,ConocoPhillips Common ,49.43,47.535,-3.99
DAL,Delta Air Lines Inc. (New) Comm ,49.7,47.8,-3.97
NOV,National Oilwell Varco Inc. Co ,38.87,37.425,-3.86
EQT,EQT Corporation Common ,64.17,61.8,-3.83
DVN,Devon Energy Corporation Common ,46.64,44.92,-3.83
VRTX,Vertex Pharmaceuticals Incorpor ,87.37,84.22,-3.74
HAL, Halliburton Company Common Stoc ,58.21,56.19,-3.59
HST, Host Hotels & Resorts  Inc. Com ,18.59,17.95,-3.57
GRMN,Garmin Ltd. ,49,47.35,-3.48
COTY,Coty Inc. ,19.5,18.855,-3.42
APA,Apache Corporation Common ,62.08,60.04,-3.40
HP, Helmerich & Payne  Inc. Common  ,72.68,70.3,-3.39
XEC,Cimarex Energy Co Common ,139.45,135.01,-3.29
GGP,General Growth Properties Inc. ,24.68,23.96,-3.01
AMG,Affiliated Managers Group Inc. ,144.45,151.29,4.52
NEE,NextEra Energy Inc. Common Sto ,22.93,122.565,81.29
