UA,Under Armour Inc. Class A Comm ,25.09,19.6,-28.01
UPS,United Parcel Service Inc. Com ,117.03,109.54,-6.84
NUE,Nucor Corporation Common ,60.1,57.245,-4.99
VLO,Valero Energy Corporation Commo ,68.23,65.52,-4.14
TSO,Tesoro Corporation Common ,83.41,80.23,-3.96
HOG, Harley-Davidson  Inc. Common St ,57.92,55.82,-3.76
RRC,Range Resources Corporation Com ,33.34,32.14,-3.73
MLM,Martin Marietta Materials Inc. ,235.31,227.26,-3.54
PNR,Pentair Inc. Common ,60.76,58.7,-3.51
UAL,United Continental Holdings ,71.72,69.45,-3.27
TXN,Texas Instruments Incorporated ,77.9,75.485,-3.20
URI,United Rentals Inc. Common Sto ,128.77,124.92,-3.08
SPG,Simon Property Group Inc. Comm ,177.74,183.33,3.05
DHR,Danaher Corporation Common Stoc ,80.36,83.56,3.83
ABC,AmerisourceBergen Corporation ( ,83.62,86.97,3.85
TMO,Thermo Fisher Scientific Inc Co ,143.29,150.02,4.49
GGP,General Growth Properties Inc. ,23.88,25.02,4.56
NEE,NextEra Energy Inc. Common Sto ,23.12,124,81.35
