VAR,Varian Medical Systems Inc. Co ,88.8,77.5,-14.58
RIG,Transocean Ltd (Switzerland) Co ,14.9,13.69,-8.84
CHK,Chesapeake Energy Corporation C ,6.92,6.45,-7.29
RRC,Range Resources Corporation Com ,35.71,33.44,-6.79
MRO,Marathon Oil Corporation Common ,17.41,16.39,-6.22
COG,Cabot Oil & Gas Corporation Com ,22.55,21.265,-6.04
FTI,FMC Technologies Inc. Common S ,35.3,33.405,-5.67
MUR,Murphy Oil Corporation Common S ,29.98,28.42,-5.49
AAL,American Airlines Group Inc. ,46.95,44.71,-5.01
CXO,Concho Resources Inc. Common St ,144.04,137.61,-4.67
NFX,Newfield Exploration Company Co ,41.78,39.935,-4.62
CTSH,Cognizant Technology Solutions  ,56.13,53.75,-4.43
COP,ConocoPhillips Common ,49.43,47.425,-4.23
DAL,Delta Air Lines Inc. (New) Comm ,49.7,47.7,-4.19
NOV,National Oilwell Varco Inc. Co ,38.87,37.34,-4.10
SWN,Southwestern Energy Company Com ,9.42,9.055,-4.03
UAL,United Continental Holdings ,74.42,71.61,-3.92
EQT,EQT Corporation Common ,64.17,61.765,-3.89
DVN,Devon Energy Corporation Common ,46.64,44.9,-3.88
APA,Apache Corporation Common ,62.08,59.84,-3.74
HST, Host Hotels & Resorts  Inc. Com ,18.59,17.93,-3.68
GRMN,Garmin Ltd. ,49,47.27,-3.66
HAL, Halliburton Company Common Stoc ,58.21,56.195,-3.59
XEC,Cimarex Energy Co Common ,139.45,134.71,-3.52
HP, Helmerich & Payne  Inc. Common  ,72.68,70.21,-3.52
VRTX,Vertex Pharmaceuticals Incorpor ,87.37,84.47,-3.43
CF,CF Industries Holdings Inc. Co ,36.51,35.35,-3.28
GGP,General Growth Properties Inc. ,24.68,23.9025,-3.25
COTY,Coty Inc. ,19.5,18.915,-3.09
AMG,Affiliated Managers Group Inc. ,144.45,150.54,4.05
NEE,NextEra Energy Inc. Common Sto ,22.93,122.285,81.25
