CPB,Campbell Soup Company Common St ,62.55,58.33,-7.23
FLS,Flowserve Corporation Common St ,50.81,48.495,-4.77
UNH,UnitedHealth Group Incorporated ,163.65,156.685,-4.45
GIS,General Mills Inc. Common Stoc ,61.54,59.1849,-3.98
AKAM,Akamai Technologies Inc. ,64.24,62.09,-3.46
AET,Aetna Inc. Common ,129.49,125.505,-3.18
CNC,Centene Corporation Common Stoc ,70.07,68.015,-3.02
DVA,DaVita Inc. Common ,64.66,67.055,3.57
TIF,Tiffany & Co. Common ,83.01,86.1,3.59
SWKS,Skyworks Solutions Inc. ,92.43,96.23,3.95
MNK,Mallinckrodt plc ,52.5,54.67,3.97
CL,Colgate-Palmolive Company Commo ,69,71.8601,3.98
KMB,Kimberly-Clark Corporation Comm ,126.62,131.89,4.00
VFC,V.F. Corporation Common ,50.37,52.83,4.66
MS,Morgan Stanley Common ,25.66,46.08,44.31
