LH,Laboratory Corporation of Ameri ,137.69,130.45,-5.55
NWL,Newell Rubbermaid Inc. Common S ,46.89,44.62,-5.09
SYY,Sysco Corporation Common ,52.54,50.33,-4.39
XYL, Xylem Inc. Common ,49.25,47.38,-3.95
IP,International Paper Company Com ,53.01,51.145,-3.65
AN,AutoNation Inc. Common ,49.77,48.14,-3.39
NRG,NRG Energy Inc. Common ,17.08,16.525,-3.36
WY,Weyerhaeuser Company Common Sto ,32.11,31.12,-3.18
FTI,FMC Technologies Inc. Common S ,33.41,32.38,-3.18
TIF,Tiffany & Co. Common ,80.47,77.99,-3.18
HBI, Hanesbrands Inc. Common ,18.98,19.57,3.01
FAST,Fastenal Company ,49.04,50.765,3.40
COG,Cabot Oil & Gas Corporation Com ,21.43,23.88,10.26
HAS, Hasbro  Inc. ,82.63,94.57,12.63
