ADSK,Autodesk Inc. ,85.91,88.63,3.07
GGP,General Growth Properties Inc. ,23,23.73,3.08
SLG,SL Green Realty Corporation Com ,105.71,109.08,3.09
FSLR,First Solar Inc. ,32.07,33.11,3.14
AES,The AES Corporation Common Stoc ,11,11.36,3.17
OXY,Occidental Petroleum Corporatio ,63.04,65.11,3.18
O,Realty Income Corporation Commo ,57.74,59.64,3.19
HST, Host Hotels & Resorts  Inc. Com ,17.75,18.35,3.27
MAC,Macerich Company (The) Common S ,63.07,65.2059,3.28
KIM,Kimco Realty Corporation Common ,22.19,22.95,3.31
URI,United Rentals Inc. Common Sto ,122.12,126.45,3.42
NOV,National Oilwell Varco Inc. Co ,37.76,39.12,3.48
CHK,Chesapeake Energy Corporation C ,5.24,5.431,3.52
APC,Anadarko Petroleum Corporation  ,61.81,64.08,3.54
MUR,Murphy Oil Corporation Common S ,26.27,27.235,3.54
RIG,Transocean Ltd (Switzerland) Co ,12.41,12.885,3.69
A,Agilent Technologies Inc. Comm ,52.21,54.24,3.74
HAL, Halliburton Company Common Stoc ,49.8,51.76,3.79
FLS,Flowserve Corporation Common St ,45.49,47.39,4.01
HOG, Harley-Davidson  Inc. Common St ,60.1,62.63,4.04
HES, Hess Corporation Common ,47.17,49.195,4.12
NUE,Nucor Corporation Common ,60.73,63.46,4.30
PNR,Pentair Inc. Common ,60.4,63.12,4.31
NEM,Newmont Mining Corporation (Hol ,32.4,33.895,4.41
FCX,Freeport-McMoRan Copper & Gold ,12.27,12.8599,4.59
SWN,Southwestern Energy Company Com ,7.38,7.7955,5.33
