RL,Ralph Lauren Corporation Common ,87.37,77.255,-13.09
ETFC,E*TRADE Financial Corporation ,37.58,34.02,-10.46
EW,Edwards Lifesciences Corporatio ,98.02,88.745,-10.45
SNA,Snap-On Incorporated Common Sto ,180.3,165.12,-9.19
R,Ryder System Inc. Common ,77.84,71.57,-8.76
BIIB,Biogen Idec Inc. ,281.69,263.72,-6.81
IP,International Paper Company Com ,56.5,53.2287,-6.15
MET,MetLife Inc. Common ,54.32,51.265,-5.96
SCHW,Charles Schwab Corporation (The ,41.34,39.37,-5.00
ESRX,Express Scripts Holding Company ,69.11,65.99,-4.73
BLL,Ball Corporation Common ,76.53,73.47,-4.16
CVS,CVS Caremark Corporation Common ,77.97,75.4,-3.41
CF,CF Industries Holdings Inc. Co ,36.63,35.52,-3.13
MMC,Marsh & McLennan Companies Inc ,67.41,69.53,3.05
ENDP,Endo Health Solutions Inc. ,12.34,12.74,3.14
ALL,Allstate Corporation (The) Comm ,75.24,77.69,3.15
OKE,ONEOK Inc. Common ,54,55.79,3.21
MAA,Mid-America Apartment Communiti ,93.78,97.01,3.33
COST,Costco Wholesale Corporation ,161.86,167.62,3.44
AVB,AvalonBay Communities Inc. Com ,169.61,176.72,4.02
AMP,Ameriprise Financial Inc. Comm ,113.08,117.85,4.05
BSX,Boston Scientific Corporation C ,23.96,25.025,4.26
M,Macy's Inc Common ,29.21,30.66,4.73
CTXS,Citrix Systems Inc. ,71.24,74.86,4.84
SWN,Southwestern Energy Company Com ,8.88,9.335,4.87
EQT,EQT Corporation Common ,60.78,63.9,4.88
MJN,Mead Johnson Nutrition Company  ,69.5,84.99,18.23
