CERN,Cerner Corporation ,53.88,51.48,-4.66
TDC,Teradata Corporation Common Sto ,32.74,31.55,-3.77
MOS,Mosaic Company (The) Common Sto ,31.83,32.85,3.11
CF,CF Industries Holdings Inc. Co ,34.49,35.65,3.25
FCX,Freeport-McMoRan Copper & Gold ,15.39,15.915,3.30
MHK,Mohawk Industries Inc. Common  ,214.77,223.3,3.82
EA, Electronic Arts Inc. ,83.26,86.59,3.85
IPG,Interpublic Group of Companies ,23.27,24.22,3.92
MJN,Mead Johnson Nutrition Company  ,83.05,87.55,5.14
NWS,News Corporation ,12.75,13.55,5.90
NWSA,News Corporation ,12.39,13.23,6.35
CBG,CBRE Group Inc Common ,31.57,34.33,8.04
ATVI,Activision Blizzard Inc ,39.73,46.45,14.47
