LB,L.B. Foster Company ,58.13,48.89,-18.90
NVDA,NVIDIA Corporation ,110.76,101.41,-9.22
HRL, Hormel Foods Corporation Common ,37.3,35.29,-5.70
CHK,Chesapeake Energy Corporation C ,5.92,5.61,-5.53
APA,Apache Corporation Common ,54.91,52.19,-5.21
LKQ, LKQ Corporation ,33.05,31.42,-5.19
URI,United Rentals Inc. Common Sto ,128.06,121.91,-5.04
CF,CF Industries Holdings Inc. Co ,33.22,31.7,-4.79
URBN,Urban Outfitters Inc. ,27.73,26.485,-4.70
MLM,Martin Marietta Materials Inc. ,218.94,210.4,-4.06
TRIP, TripAdvisor  Inc. ,45.55,43.925,-3.70
BSX,Boston Scientific Corporation C ,25.16,24.2799,-3.62
RRC,Range Resources Corporation Com ,29.93,28.9,-3.56
MOS,Mosaic Company (The) Common Sto ,33.13,32.09,-3.24
NUE,Nucor Corporation Common ,63.24,61.26,-3.23
NFX,Newfield Exploration Company Co ,39.07,37.88,-3.14
EW,Edwards Lifesciences Corporatio ,92.21,95.1999,3.14
ENDP,Endo Health Solutions Inc. ,12.89,13.405,3.84
RIG,Transocean Ltd (Switzerland) Co ,13.28,13.975,4.97
HPQ, Hewlett-Packard Company Common  ,16.2,17.6,7.95
FSLR,First Solar Inc. ,33.57,36.93,9.10
