CPB,Campbell Soup Company Common St ,62.55,58.38,-7.14
SJM,J.M. Smucker Company (The) New  ,137.84,132.53,-4.01
UNH,UnitedHealth Group Incorporated ,163.65,157.54,-3.88
AES,The AES Corporation Common Stoc ,11.65,11.285,-3.23
SWKS,Skyworks Solutions Inc. ,92.43,95.4225,3.14
VFC,V.F. Corporation Common ,50.37,52.08,3.28
XRAY,DENTSPLY International Inc. ,60.74,62.81,3.30
JWN,Nordstrom Inc. Common ,44.18,45.76,3.45
KMB,Kimberly-Clark Corporation Comm ,126.62,131.58,3.77
CL,Colgate-Palmolive Company Commo ,69,71.7053,3.77
DVA,DaVita Inc. Common ,64.66,67.59,4.33
MS,Morgan Stanley Common ,25.66,45.76,43.92
