ENDP,Endo Health Solutions Inc. ,13.65,12.84,-6.31
BBY,Best Buy Co. Inc. Common ,44.13,42.11,-4.80
FSLR,First Solar Inc. ,36.19,35.01,-3.37
MRO,Marathon Oil Corporation Common ,16,16.495,3.00
FMC,FMC Corporation Common ,57.62,59.415,3.02
PNC,PNC Financial Services Group I ,127.23,131.215,3.04
FTI,FMC Technologies Inc. Common S ,32.32,33.335,3.04
COG,Cabot Oil & Gas Corporation Com ,21.9,22.59,3.05
CMI,Cummins Inc. Common ,148.49,153.18,3.06
COTY,Coty Inc. ,18.78,19.375,3.07
LYB,LyondellBasell Industries NV Or ,91.24,94.135,3.08
ADSK,Autodesk Inc. ,86.3,89.05,3.09
CRM,Salesforce.com Inc Common ,81.35,83.9601,3.11
ROK,Rockwell Automation Inc. Commo ,151.1,155.96,3.12
BK,Bank of New York Mellon Corpora ,47.14,48.66,3.12
COP,ConocoPhillips Common ,47.57,49.105,3.13
PNR,Pentair Inc. Common ,58.06,59.95,3.15
XYL, Xylem Inc. Common ,48.12,49.69,3.16
ICE, IntercontinentalExchange  Inc.  ,57.13,59,3.17
BBT,BB&T Corporation Common ,48.22,49.805,3.18
VMC,Vulcan Materials Company (Holdi ,120.61,124.582,3.19
EOG,EOG Resources Inc. Common Stoc ,96.99,100.22,3.22
MLM,Martin Marietta Materials Inc. ,215.95,223.22,3.26
C,Citigroup Inc. Common ,59.81,61.84,3.28
WFC,Wells Fargo & Company Common St ,57.88,59.88,3.34
BRK-B,Berkshire Hathaway Inc.,171.42,177.35,3.34
PRU,Prudential Financial Inc. Comm ,110.54,114.38,3.36
NOV,National Oilwell Varco Inc. Co ,40.42,41.825,3.36
KEY,KeyCorp Common ,18.77,19.43,3.40
HOG, Harley-Davidson  Inc. Common St ,56.38,58.4075,3.47
MTB,M&T Bank Corporation Common Sto ,166.97,172.98,3.47
JPM,JP Morgan Chase & Co. Common St ,90.62,93.89,3.48
STI,SunTrust Banks Inc. Common Sto ,59.49,61.655,3.51
BAC,Bank of America Corporation Com ,24.68,25.58,3.52
MUR,Murphy Oil Corporation Common S ,28.29,29.33,3.55
LNC,Lincoln National Corporation Co ,70.16,72.81,3.64
FCX,Freeport-McMoRan Copper & Gold ,13.4,13.91,3.67
PCAR,PACCAR Inc. ,66.81,69.365,3.68
FLS,Flowserve Corporation Common St ,46.45,48.235,3.70
ZION,Zions Bancorporation ,44.9,46.64,3.73
MET,MetLife Inc. Common ,52.44,54.56,3.89
HBAN, Huntington Bancshares Incorpora ,14.14,14.72,3.94
PXD,Pioneer Natural Resources Compa ,185.97,193.706,3.99
MU,Micron Technology Inc. ,23.44,24.521,4.41
RF,Regions Financial Corporation C ,15.27,15.99,4.50
CME,CME Group Inc. ,121.46,127.187,4.50
ATVI,Activision Blizzard Inc ,45.13,47.28,4.55
URI,United Rentals Inc. Common Sto ,128.03,134.17,4.58
TXT,Textron Inc. Common ,47.3,49.6,4.64
CMA,Comerica Incorporated Common St ,71.28,74.86,4.78
ETFC,E*TRADE Financial Corporation ,34.51,36.25,4.80
FITB, Fifth Third Bancorp ,27.44,28.845,4.87
CFG,Citizens Financial Group Inc.,37.37,39.7,5.87
SCHW,Charles Schwab Corporation (The ,40.41,43.09,6.22
WYNN,Wynn Resorts Limited ,96.15,102.84,6.51
MYL,Mylan Inc. ,41.85,44.93,6.86
LOW,Lowe's Companies Inc. Common S ,74.37,81.615,8.88
