RL,Ralph Lauren Corporation Common ,87.37,76.59,-14.07
ETFC,E*TRADE Financial Corporation ,37.58,34.225,-9.80
EW,Edwards Lifesciences Corporatio ,98.02,89.3402,-9.72
R,Ryder System Inc. Common ,77.84,71.85,-8.34
SNA,Snap-On Incorporated Common Sto ,180.3,166.775,-8.11
BIIB,Biogen Idec Inc. ,281.69,264.29,-6.58
IP,International Paper Company Com ,56.5,53.23,-6.14
MET,MetLife Inc. Common ,54.32,51.295,-5.90
SCHW,Charles Schwab Corporation (The ,41.34,39.275,-5.26
BLL,Ball Corporation Common ,76.53,73.07,-4.74
UA,Under Armour Inc. Class A Comm ,18.8,18.0867,-3.94
CVS,CVS Caremark Corporation Common ,77.97,75.0142,-3.94
ESRX,Express Scripts Holding Company ,69.11,66.635,-3.71
HOLX, Hologic  Inc. ,40.85,39.46,-3.52
DLPH, Delphi Automotive plc Ordinary  ,71,73.21,3.02
PH,Parker-Hannifin Corporation Com ,145.45,149.98,3.02
HRS, Harris Corporation Common ,101.83,105.01,3.03
MRK,Merck & Company Inc. Common St ,62.1,64.079,3.09
MMC,Marsh & McLennan Companies Inc ,67.41,69.59,3.13
GRMN,Garmin Ltd. ,48.13,49.745,3.25
PM,Philip Morris International Inc ,95.95,99.17,3.25
AVB,AvalonBay Communities Inc. Com ,169.61,175.95,3.60
COST,Costco Wholesale Corporation ,161.86,167.94,3.62
MAA,Mid-America Apartment Communiti ,93.78,97.715,4.03
AMP,Ameriprise Financial Inc. Comm ,113.08,117.9,4.09
BSX,Boston Scientific Corporation C ,23.96,25.06,4.39
EQT,EQT Corporation Common ,60.78,63.785,4.71
SWN,Southwestern Energy Company Com ,8.88,9.32,4.72
CTXS,Citrix Systems Inc. ,71.24,75,5.01
M,Macy's Inc Common ,29.21,30.795,5.15
MJN,Mead Johnson Nutrition Company  ,69.5,84.63,17.88
