TGT,Target Corporation Common ,66.91,58.265,-14.84
PRGO,Perrigo Company ,84.68,74.72,-13.33
FTR,Frontier Communications Corpora ,3.29,2.96,-11.15
SIG,Signet Jewelers Limited Common  ,72.88,66.625,-9.39
ETFC,E*TRADE Financial Corporation ,37.2,34.84,-6.77
DG,Dollar General Corporation Comm ,76.79,73.12,-5.02
SCHW,Charles Schwab Corporation (The ,41.73,39.915,-4.55
BBY,Best Buy Co. Inc. Common ,46.15,44.55,-3.59
MNK,Mallinckrodt plc ,54.6,52.87,-3.27
KSS,Kohl's Corporation Common ,43.79,42.49,-3.06
SPLS,Staples Inc. ,9.31,9.035,-3.04
URBN,Urban Outfitters Inc. ,26.79,26,-3.04
AYI,Acuity Brands Inc (Holding Comp ,219.84,213.436,-3.00
AES,The AES Corporation Common Stoc ,11.14,11.505,3.17
PCLN,priceline.com Incorporated ,1632.01,1740.96,6.26
ALB,Albemarle Corporation Common St ,92.46,98.99,6.60
