HBI, Hanesbrands Inc. Common ,22.71,19.3101,-17.61
SRCL,Stericycle Inc. ,76.8,73.51,-4.48
PKI,PerkinElmer Inc. Common ,53.85,51.58,-4.40
FCX,Freeport-McMoRan Copper & Gold ,16.81,16.18,-3.89
AMZN,Amazon.com Inc. ,839.95,811.67,-3.48
CMG,Chipotle Mexican Grill Inc. Co ,423.3,410.28,-3.17
TSS,Total System Services Inc. Com ,51,52.6,3.04
MRO,Marathon Oil Corporation Common ,16.68,17.21,3.08
ZION,Zions Bancorporation ,41.77,43.12,3.13
SCHW,Charles Schwab Corporation (The ,39.17,40.46,3.19
SYF,Synchrony Financial Common Stoc,35.34,36.585,3.40
TIF,Tiffany & Co. Common ,78.18,81.01,3.49
AMGN,Amgen Inc. ,159.58,165.4,3.52
IVZ,Invesco Plc New Common ,29.55,30.81,4.09
GS,Goldman Sachs Group Inc. (The) ,230.41,240.475,4.19
CLX,Clorox Company (The) Common Sto ,120.24,125.54,4.22
MS,Morgan Stanley Common ,42.13,44.28,4.86
V,Visa Inc. ,82.3,86.56,4.92
MTD,Mettler-Toledo International I ,433.64,466.47,7.04
M,Macy's Inc Common ,30.72,33.345,7.87
