KORS,Michael Kors Holdings Limited O ,41.28,36.44,-13.28
FMC,FMC Corporation Common ,60.67,57.24,-5.99
GM,General Motors Company Common S ,36.83,34.965,-5.33
MSI, Motorola Solutions  Inc. Common ,81.73,77.67,-5.23
CXO,Concho Resources Inc. Common St ,141.58,134.79,-5.04
VMC,Vulcan Materials Company (Holdi ,128.08,121.97,-5.01
MUR,Murphy Oil Corporation Common S ,29.09,27.74,-4.87
HES, Hess Corporation Common ,53.16,51.16,-3.91
CHK,Chesapeake Energy Corporation C ,6.38,6.1412,-3.89
NFX,Newfield Exploration Company Co ,40.71,39.2,-3.85
SWN,Southwestern Energy Company Com ,9.33,8.99,-3.78
EOG,EOG Resources Inc. Common Stoc ,99.7,96.18,-3.66
XEC,Cimarex Energy Co Common ,131.2,126.62,-3.62
MRO,Marathon Oil Corporation Common ,16.52,15.9873,-3.33
PXD,Pioneer Natural Resources Compa ,181.08,175.319,-3.29
RRC,Range Resources Corporation Com ,33.91,32.845,-3.24
ENDP,Endo Health Solutions Inc. ,12.53,12.14,-3.21
LUK,Leucadia National Corporation C ,24.41,23.66,-3.17
FCX,Freeport-McMoRan Copper & Gold ,16,15.52,-3.09
FIS,Fidelity National Information S ,79.35,76.9998,-3.05
NBL,Noble Energy Inc. Common ,39.86,38.68,-3.05
ICE, IntercontinentalExchange  Inc.  ,58.51,60.32,3.00
CHD,Church & Dwight Company Inc. C ,45.45,47.09,3.48
EMR,Emerson Electric Company Common ,59.86,62.4391,4.13
NOV,National Oilwell Varco Inc. Co ,37.46,39.212,4.47
TDG,Transdigm Group Incorporated Tr ,230.94,244.29,5.46
CNC,Centene Corporation Common Stoc ,63.63,67.61,5.89
