MRO,Marathon Oil Corporation Common ,15.84,15.02,-5.46
FTR,Frontier Communications Corpora ,2.53,2.42,-4.55
CTXS,Citrix Systems Inc. ,84.93,81.265,-4.51
SWN,Southwestern Energy Company Com ,7.6,7.28,-4.40
DVN,Devon Energy Corporation Common ,40.96,39.36,-4.07
UAL,United Continental Holdings ,69.85,67.37,-3.68
RIG,Transocean Ltd (Switzerland) Co ,12.61,12.17,-3.62
PXD,Pioneer Natural Resources Compa ,184.41,178.26,-3.45
CHK,Chesapeake Energy Corporation C ,5.33,5.155,-3.39
TRIP, TripAdvisor  Inc. ,43.51,42.1,-3.35
HAL, Halliburton Company Common Stoc ,50.88,49.35,-3.10
NFX,Newfield Exploration Company Co ,34.51,33.5,-3.01
WU,Western Union Company (The) Com ,19.58,20.41,4.07
