BIIB,Biogen Idec Inc. ,13.2331
ENDP,Endo Health Solutions Inc. ,13.6144
HSIC, Henry Schein  Inc. ,13.9878
MDT,Medtronic Inc. Common ,14.5761
ZTS,Zoetis Inc. ,14.7446
VRTX,Vertex Pharmaceuticals Incorpor ,15.1566
JNJ,Johnson & Johnson Common ,15.4814
ITW,Illinois Tool Works Inc. Common ,15.955
GILD,Gilead Sciences Inc. ,16.5716
MON,Monsanto Company Common ,16.6587
CCL,Carnival Corporation Common Sto ,17.6965
ABC,AmerisourceBergen Corporation ( ,18.0967
EA, Electronic Arts Inc. ,18.1456
PFE,Pfizer Inc. Common ,18.2987
SWKS,Skyworks Solutions Inc. ,18.3794
WAT,Waters Corporation Common ,18.5127
AGN,Allergan Inc. Common ,18.5207
CAH,Cardinal Health Inc. Common St ,18.5524
KR,Kroger Company (The) Common Sto ,18.6184
MCK,McKesson Corporation Common Sto ,18.8714
BSX,Boston Scientific Corporation C ,18.8922
APD,Air Products and Chemicals Inc ,19.367
WFM, Whole Foods Market  Inc. ,19.4627
NOC,Northrop Grumman Corporation Co ,20.0295
LUV,Southwest Airlines Company Comm ,20.2081
MAS,Masco Corporation Common ,20.4069
HAS, Hasbro  Inc. ,20.6732
GME,Gamestop Corporation Common Sto ,20.925
ESRX,Express Scripts Holding Company ,20.9842
APH,Amphenol Corporation Common Sto ,21.1226
LB,L.B. Foster Company ,21.2418
ECL,Ecolab Inc. Common ,21.2634
BMY,Bristol-Myers Squibb Company Co ,21.3064
TEL,TE Connectivity Ltd. New Switze ,21.4878
ED,Consolidated Edison Inc. Commo ,21.5507
IR,Ingersoll-Rand plc (Ireland) ,21.6985
MCHP,Microchip Technology Incorporat ,21.7413
RTN,Raytheon Company Common ,21.7582
FISV,Fiserv Inc. ,21.7763
ROST,Ross Stores Inc. ,21.8395
KLAC,KLA-Tencor Corporation ,21.8879
KSS,Kohl's Corporation Common ,21.905
BA,Boeing Company (The) Common Sto ,21.9416
MMM,3M Company Common ,22.1446
HON, Honeywell International Inc. Co ,22.1516
BLL,Ball Corporation Common ,22.2275
MCD,McDonald's Corporation Common S ,22.2487
FDO,Family Dollar Stores Inc. Comm ,22.302
ALXN,Alexion Pharmaceuticals Inc. ,22.3541
ACN,Accenture plc. Class A Ordinary ,22.433
DHR,Danaher Corporation Common Stoc ,22.563
TSCO,Tractor Supply Company ,22.5732
EW,Edwards Lifesciences Corporatio ,22.6026
ORLY,O'Reilly Automotive Inc. ,22.6159
CRM,Salesforce.com Inc Common ,22.8187
EBAY,eBay Inc. ,22.9329
GD,General Dynamics Corporation Co ,22.9768
FFIV,F5 Networks Inc. ,23.0552
