BIIB,Biogen Idec Inc. ,17.7063
ISRG,Intuitive Surgical Inc. ,19.8659
MYL,Mylan Inc. ,21.2729
LRCX,Lam Research Corporation ,21.6357
KLAC,KLA-Tencor Corporation ,22.2372
FDO,Family Dollar Stores Inc. Comm ,22.302
ADI,Analog Devices Inc. ,22.6463
LLTC,Linear Technology Corporation ,22.6588
THC,Tenet Healthcare Corporation Co ,23.4269
IRM,Iron Mountain Incorporated (Del ,23.6746
CELG,Celgene Corporation ,24.101
ALXN,Alexion Pharmaceuticals Inc. ,24.1569
IR,Ingersoll-Rand plc (Ireland) ,24.6453
AMAT,Applied Materials Inc. ,24.8102
HCA, HCA Holdings  Inc. Common ,25.608
APH,Amphenol Corporation Common Sto ,25.657
ALTR,Altera Corporation ,25.7104
CMI,Cummins Inc. Common ,25.7823
GME,Gamestop Corporation Common Sto ,25.791
SPY,SPDR S&P 500 ETF,26.0349
MCK,McKesson Corporation Common Sto ,26.2404
AES,The AES Corporation Common Stoc ,27.1882
TXN,Texas Instruments Incorporated ,27.2123
REGN,Regeneron Pharmaceuticals Inc. ,27.3851
CF,CF Industries Holdings Inc. Co ,27.4337
DE,Deere & Company Common ,27.7825
TRIP, TripAdvisor  Inc. ,27.9384
ENDP,Endo Health Solutions Inc. ,27.9702
TIF,Tiffany & Co. Common ,28.0684
TDC,Teradata Corporation Common Sto ,28.3216
ABT,Abbott Laboratories Common Stoc ,28.4429
TSCO,Tractor Supply Company ,28.5216
MOS,Mosaic Company (The) Common Sto ,28.7201
GWW, W.W. Grainger  Inc. Common Stoc ,29.007
AMGN,Amgen Inc. ,29.0096
ZTS,Zoetis Inc. ,29.1515
RTN,Raytheon Company Common ,29.2601
ESRX,Express Scripts Holding Company ,29.3252
AGN,Allergan Inc. Common ,29.3874
AVGO,Avago Technologies Limited ,29.4278
DGX,Quest Diagnostics Incorporated  ,29.4779
BBY,Best Buy Co. Inc. Common ,29.7831
