DHI,D.R. Horton Inc. Common ,17.3152
FDO,Family Dollar Stores Inc. Comm ,22.3021
IP,International Paper Company Com ,23.0598
LUK,Leucadia National Corporation C ,23.1201
DOV,Dover Corporation Common ,24.7166
SNI,Scripps Networks Interactive I ,26.0424
CF,CF Industries Holdings Inc. Co ,26.2245
JOY, Joy Global Inc. Common ,27.4034
MRK,Merck & Company Inc. Common St ,27.479
URI,United Rentals Inc. Common Sto ,27.6336
KSS,Kohl's Corporation Common ,28.216
ZION,Zions Bancorporation ,29.2722
ABBV,AbbVie Inc. ,29.5559
GM,General Motors Company Common S ,29.7735
