ESV,Ensco plc Class A Ordinary Shar ,19.2045
QEP,QEP Resources Inc. Common Stoc ,19.2623
RIG,Transocean Ltd (Switzerland) Co ,19.6834
FTI,FMC Technologies Inc. Common S ,21.3669
FDO,Family Dollar Stores Inc. Comm ,22.302
NRG,NRG Energy Inc. Common ,22.7951
MRO,Marathon Oil Corporation Common ,24.0028
SWN,Southwestern Energy Company Com ,24.967
APA,Apache Corporation Common ,25.2529
ATI,Allegheny Technologies Incorpor ,25.3872
RRC,Range Resources Corporation Com ,26.1165
DVN,Devon Energy Corporation Common ,26.7226
SNI,Scripps Networks Interactive I ,27.0487
MRK,Merck & Company Inc. Common St ,27.1271
HES, Hess Corporation Common ,27.3448
SHW,Sherwin-Williams Company (The)  ,27.4446
COP,ConocoPhillips Common ,28.0038
HP, Helmerich & Payne  Inc. Common  ,28.0174
XEC,Cimarex Energy Co Common ,28.5686
AVY,Avery Dennison Corporation Comm ,28.7894
AA,Alcoa Inc. Common ,29.3058
EOG,EOG Resources Inc. Common Stoc ,29.3858
CNX,CONSOL Energy Inc. Common ,29.412
DHI,D.R. Horton Inc. Common ,29.8339
