BMY,Bristol-Myers Squibb Company Co ,16.2782
FDO,Family Dollar Stores Inc. Comm ,22.302
NOV,National Oilwell Varco Inc. Co ,25.5321
FTI,FMC Technologies Inc. Common S ,25.9733
OXY,Occidental Petroleum Corporatio ,27.4299
NRG,NRG Energy Inc. Common ,27.9423
CVX,Chevron Corporation Common Stoc ,28.1713
FLS,Flowserve Corporation Common St ,28.283
KLAC,KLA-Tencor Corporation ,28.6949
DHI,D.R. Horton Inc. Common ,29.7212
CNX,CONSOL Energy Inc. Common ,29.7976
SWN,Southwestern Energy Company Com ,29.9204
