DHI,D.R. Horton Inc. Common ,21.3898
ATI,Allegheny Technologies Incorpor ,21.5264
COG,Cabot Oil & Gas Corporation Com ,22.0575
FDO,Family Dollar Stores Inc. Comm ,22.302
ABBV,AbbVie Inc. ,23.1757
APA,Apache Corporation Common ,23.2548
AVY,Avery Dennison Corporation Comm ,24.1312
FTI,FMC Technologies Inc. Common S ,24.3482
LUK,Leucadia National Corporation C ,25.3178
ESV,Ensco plc Class A Ordinary Shar ,26.1384
LUV,Southwest Airlines Company Comm ,26.4053
AAL,American Airlines Group Inc. ,27.6258
AA,Alcoa Inc. Common ,28.0417
CAM,Cameron International Corporati ,28.2775
ADM,Archer-Daniels-Midland Company  ,28.4158
LH,Laboratory Corporation of Ameri ,28.4199
MRK,Merck & Company Inc. Common St ,28.4678
MOS,Mosaic Company (The) Common Sto ,28.8596
CSX,CSX Corporation Common ,29.1998
AKAM,Akamai Technologies Inc. ,29.2526
XEC,Cimarex Energy Co Common ,29.288
EOG,EOG Resources Inc. Common Stoc ,29.4117
KLAC,KLA-Tencor Corporation ,29.8685
MNK,Mallinckrodt plc ,29.9808
