HSIC, Henry Schein  Inc. ,13.2348
ZTS,Zoetis Inc. ,16.2106
PFE,Pfizer Inc. Common ,16.2687
SWKS,Skyworks Solutions Inc. ,17.2581
WAT,Waters Corporation Common ,17.8583
APD,Air Products and Chemicals Inc ,18.2429
EBAY,eBay Inc. ,18.8871
ABC,AmerisourceBergen Corporation ( ,19.2674
ABBV,AbbVie Inc. ,19.9127
CCL,Carnival Corporation Common Sto ,20.3557
ALXN,Alexion Pharmaceuticals Inc. ,20.5282
ENDP,Endo Health Solutions Inc. ,20.7308
FFIV,F5 Networks Inc. ,20.9662
HCA, HCA Holdings  Inc. Common ,20.9714
ADI,Analog Devices Inc. ,21.1017
LLTC,Linear Technology Corporation ,21.1023
BLL,Ball Corporation Common ,21.4876
HUM, Humana Inc. Common ,21.6819
RTN,Raytheon Company Common ,21.7408
PRGO,Perrigo Company ,21.7966
NOC,Northrop Grumman Corporation Co ,21.8005
VRTX,Vertex Pharmaceuticals Incorpor ,21.8795
STJ,St. Jude Medical Inc. Common S ,22.0369
VLO,Valero Energy Corporation Commo ,22.0594
FDO,Family Dollar Stores Inc. Comm ,22.302
ITW,Illinois Tool Works Inc. Common ,22.6224
BIIB,Biogen Idec Inc. ,22.6459
PAYX,Paychex Inc. ,22.6777
AAL,American Airlines Group Inc. ,22.7293
PCAR,PACCAR Inc. ,22.9381
XLNX,Xilinx Inc. ,22.9442
LLY, Eli Lilly and Company Common St ,23.0193
KSS,Kohl's Corporation Common ,23.143
APH,Amphenol Corporation Common Sto ,23.1441
CAH,Cardinal Health Inc. Common St ,23.2494
HON, Honeywell International Inc. Co ,23.3848
IR,Ingersoll-Rand plc (Ireland) ,23.4472
PDCO,Patterson Companies Inc. ,23.7164
KR,Kroger Company (The) Common Sto ,24.1341
ABT,Abbott Laboratories Common Stoc ,24.3464
A,Agilent Technologies Inc. Comm ,24.6558
MYL,Mylan Inc. ,25.0647
HAS, Hasbro  Inc. ,25.1084
NTAP,NetApp Inc. ,25.1181
AMGN,Amgen Inc. ,25.256
BA,Boeing Company (The) Common Sto ,25.3153
TEL,TE Connectivity Ltd. New Switze ,25.3538
EA, Electronic Arts Inc. ,25.5109
ADP,Automatic Data Processing Inc. ,25.68
SYK,Stryker Corporation Common Stoc ,25.779
DHR,Danaher Corporation Common Stoc ,25.8197
TSO,Tesoro Corporation Common ,26.0115
SEE,Sealed Air Corporation Common S ,26.0128
ESRX,Express Scripts Holding Company ,26.0451
TXT,Textron Inc. Common ,26.27
TSCO,Tractor Supply Company ,26.3798
ORLY,O'Reilly Automotive Inc. ,26.4921
BMY,Bristol-Myers Squibb Company Co ,26.6141
SBUX,Starbucks Corporation ,26.6738
EXPD,Expeditors International of Was ,26.6798
FLIR,FLIR Systems Inc. ,26.8817
ROST,Ross Stores Inc. ,27.0695
TXN,Texas Instruments Incorporated ,27.1147
AVY,Avery Dennison Corporation Comm ,27.3278
XRAY,DENTSPLY International Inc. ,27.3649
PX,Praxair Inc. Common ,27.4371
CRM,Salesforce.com Inc Common ,27.4541
FDX,FedEx Corporation Common ,27.527
WYN,Wyndham Worldwide Corp Common   ,27.897
FISV,Fiserv Inc. ,27.9233
BDX,Becton Dickinson and Company C ,27.9433
KLAC,KLA-Tencor Corporation ,27.9712
TSS,Total System Services Inc. Com ,28.0635
JNJ,Johnson & Johnson Common ,28.0789
LRCX,Lam Research Corporation ,28.2508
AET,Aetna Inc. Common ,28.3079
REGN,Regeneron Pharmaceuticals Inc. ,28.4618
ACN,Accenture plc. Class A Ordinary ,28.4829
MPC, Marathon Petroleum Corporation  ,28.9253
PHM,PulteGroup Inc. Common ,28.9906
EXPE,Expedia Inc. ,29.01
AVGO,Avago Technologies Limited ,29.1804
BRCM,Broadcom Corporation ,29.1914
NVDA,NVIDIA Corporation ,29.2
NKE,Nike Inc. Common ,29.2303
HRS, Harris Corporation Common ,29.2403
TMK,Torchmark Corporation Common St ,29.2464
ALTR,Altera Corporation ,29.2704
HBI, Hanesbrands Inc. Common ,29.3307
NWL,Newell Rubbermaid Inc. Common S ,29.554
PKI,PerkinElmer Inc. Common ,29.5736
DAL,Delta Air Lines Inc. (New) Comm ,29.6478
PBI,Pitney Bowes Inc. Common ,29.6781
SWK,Stanley Black & Decker Inc. Co ,29.8553
ECL,Ecolab Inc. Common ,29.8593
PWR,Quanta Services Inc. Common St ,29.8859
MHFI,McGraw Hill Financial Inc. ,29.9287
CVS,CVS Caremark Corporation Common ,29.9569
UA,Under Armour Inc. Class A Comm ,29.9584
