NOV,National Oilwell Varco Inc. Co ,20.9968
FDO,Family Dollar Stores Inc. Comm ,22.3019
BMY,Bristol-Myers Squibb Company Co ,22.3222
FTI,FMC Technologies Inc. Common S ,26.0191
RRC,Range Resources Corporation Com ,26.5969
CNX,CONSOL Energy Inc. Common ,26.6163
OXY,Occidental Petroleum Corporatio ,26.8616
SLB,Schlumberger N.V. Common ,27.2879
APA,Apache Corporation Common ,27.3888
CAM,Cameron International Corporati ,27.602
SWN,Southwestern Energy Company Com ,27.9932
HES, Hess Corporation Common ,29.0433
NBL,Noble Energy Inc. Common ,29.2718
ESV,Ensco plc Class A Ordinary Shar ,29.7312
XLNX,Xilinx Inc. ,29.8667
DHI,D.R. Horton Inc. Common ,29.91
