Buy,SNA,Snap-On Incorporated Common Sto ,20.0502
Buy,GT,Goodyear Tire & Rubber Company  ,23.8222
Buy,T,AT&T Inc. ,24.52
Buy,AAP,Advance Auto Parts Inc Advance  ,25.3361
Buy,NWL,Newell Rubbermaid Inc. Common S ,25.6445
Buy,RHI,Robert Half International Inc.  ,26.4865
Buy,MAS,Masco Corporation Common ,26.5656
Buy,CTXS,Citrix Systems Inc. ,27.1555
Buy,HAS, Hasbro  Inc. ,27.6412
Buy,BIIB,Biogen Idec Inc. ,28.024
Buy,VZ,Verizon Communications Inc. Com ,28.3352
Buy,LEN,Lennar Corporation Class A Comm ,28.8865
Buy,LKQ, LKQ Corporation ,29.4816
Buy,MCK,McKesson Corporation Common Sto ,29.6132
Buy,AMGN,Amgen Inc. ,29.7776
Sell,SCG,SCANA Corporation Common ,76.9226
Sell,EQIX,Equinix Inc. ,80.2104
