Buy,PSA,Public Storage Common ,10.0691
Buy,DPS,Dr Pepper Snapple Group Inc Dr ,10.3983
Buy,GOOG,Alphabet Inc.,16.5082
Buy,ADBE,Adobe Systems Incorporated ,16.7439
Buy,GOOGL,Alphabet Inc.,17.3714
Buy,ESS,Essex Property Trust Inc. Comm ,19.2576
Buy,EQR,Equity Residential Common Share ,20.2297
Buy,QQQ,PowerShares QQQ Trust ETF,22.2693
Buy,ADI,Analog Devices Inc. ,22.7324
Buy,AAPL,Apple Inc. ,22.9424
Buy,FB, Facebook  Inc. ,24.0461
Buy,FIS,Fidelity National Information S ,24.1184
Buy,CRM,Salesforce.com Inc Common ,25.3848
Buy,V,Visa Inc. ,27.9588
Buy,CHRW,C.H. Robinson Worldwide Inc. ,28.0569
Buy,TSS,Total System Services Inc. Com ,29.9811
Sell,PX,Praxair Inc. Common ,71.8736
Sell,UA,Under Armour Inc. Class A Comm ,74.5263
Sell,KORS,Michael Kors Holdings Limited O ,76.8468
Sell,WYNN,Wynn Resorts Limited ,82.875
Sell,SYMC,Symantec Corporation ,84.7269
