Buy,MAT,Mattel Inc. ,26.9616
Buy,HP, Helmerich & Payne  Inc. Common  ,27.3335
Sell,IRM,Iron Mountain Incorporated (Del ,70.7645
Sell,FOXA,Twenty-First Century Fox Inc. ,71.1713
Sell,HRB, H&R Block  Inc. Common ,71.5709
Sell,FITB, Fifth Third Bancorp ,72.5692
Sell,SNI,Scripps Networks Interactive I ,73.0089
Sell,LNC,Lincoln National Corporation Co ,75.3834
Sell,INFO,IHS Markit Ltd.,75.5671
Sell,SCG,SCANA Corporation Common ,76.932
Sell,SPY,SPDR S&P 500 ETF,82.5229
Sell,MHK,Mohawk Industries Inc. Common  ,85.1862
Sell,CMCSA,Comcast Corporation ,86.9186
