FDO,Family Dollar Stores Inc. Comm ,22.302
BIIB,Biogen Idec Inc. ,23.7083
KLAC,KLA-Tencor Corporation ,23.7839
IRM,Iron Mountain Incorporated (Del ,24.7545
FTR,Frontier Communications Corpora ,24.9594
LRCX,Lam Research Corporation ,25.0782
NRG,NRG Energy Inc. Common ,26.5523
ISRG,Intuitive Surgical Inc. ,26.8835
MYL,Mylan Inc. ,27.8459
VRTX,Vertex Pharmaceuticals Incorpor ,28.0165
EXC,Exelon Corporation Common ,28.8643
THC,Tenet Healthcare Corporation Co ,29.1667
LLTC,Linear Technology Corporation ,29.2834
FE,FirstEnergy Corporation Common  ,29.3079
TE,TECO Energy Inc. Common ,29.697
