NRG,NRG Energy Inc. Common ,14.8924
EXC,Exelon Corporation Common ,17.0341
MSI, Motorola Solutions  Inc. Common ,19.2196
UNP,Union Pacific Corporation Commo ,20.0095
NSC,Norfolk Southern Corporation Co ,20.1117
POM,PEPCO Holdings Inc Common ,21.0167
AEP,American Electric Power Company ,21.5318
CL,Colgate-Palmolive Company Commo ,22.1702
FDO,Family Dollar Stores Inc. Comm ,22.3021
KSS,Kohl's Corporation Common ,22.4068
ETR,Entergy Corporation Common Stoc ,23.637
NWSA,News Corporation ,23.6536
XEL,Xcel Energy Inc. Common ,23.8228
XYL, Xylem Inc. Common ,24.698
PAYX,Paychex Inc. ,25.4601
PPL,PP&L Corporation Common ,25.4953
PNW,Pinnacle West Capital Corporati ,25.5658
CSX,CSX Corporation Common ,25.6738
CLX,Clorox Company (The) Common Sto ,25.9273
CAH,Cardinal Health Inc. Common St ,26.279
DTE,DTE Energy Company Common ,26.4307
AES,The AES Corporation Common Stoc ,27.4871
EMR,Emerson Electric Company Common ,27.7161
HSIC, Henry Schein  Inc. ,27.8302
NEE,NextEra Energy Inc. Common Sto ,27.9141
SHW,Sherwin-Williams Company (The)  ,28.1171
PSX, Phillips 66 Common ,28.3419
MDT,Medtronic Inc. Common ,28.4544
SCG,SCANA Corporation Common ,29.1146
ENDP,Endo Health Solutions Inc. ,29.1969
URBN,Urban Outfitters Inc. ,29.2995
EIX,Edison International Common Sto ,29.4529
FTI,FMC Technologies Inc. Common S ,29.7059
