Buy,R,Ryder System Inc. Common ,19.1823
Buy,WYNN,Wynn Resorts Limited ,19.3239
Buy,HRS, Harris Corporation Common ,20.5677
Buy,LB,L.B. Foster Company ,21.2483
Buy,SBUX,Starbucks Corporation ,23.1435
Buy,FCX,Freeport-McMoRan Copper & Gold ,24.3893
Buy,IVZ,Invesco Plc New Common ,24.6159
Buy,PPG,PPG Industries Inc. Common Sto ,24.6557
Buy,KMB,Kimberly-Clark Corporation Comm ,25.1645
Buy,UPS,United Parcel Service Inc. Com ,25.3149
Buy,ORCL,Oracle Corporation ,28.1942
Buy,EXPD,Expeditors International of Was ,28.893
