LUV,Southwest Airlines Company Comm ,18.1232
ESRX,Express Scripts Holding Company ,18.6954
LLY, Eli Lilly and Company Common St ,19.1036
AAL,American Airlines Group Inc. ,20.0572
JNJ,Johnson & Johnson Common ,20.109
KLAC,KLA-Tencor Corporation ,20.601
TXT,Textron Inc. Common ,21.2062
BMY,Bristol-Myers Squibb Company Co ,21.6535
MSI, Motorola Solutions  Inc. Common ,21.8267
PFE,Pfizer Inc. Common ,22.0265
FDO,Family Dollar Stores Inc. Comm ,22.3022
LLTC,Linear Technology Corporation ,23.0517
AGN,Allergan Inc. Common ,23.7064
ABBV,AbbVie Inc. ,23.8146
NOV,National Oilwell Varco Inc. Co ,23.8455
LEN,Lennar Corporation Class A Comm ,24.128
WAT,Waters Corporation Common ,24.2196
VRTX,Vertex Pharmaceuticals Incorpor ,24.3482
YHOO,Yahoo! Inc. ,24.3701
HSIC, Henry Schein  Inc. ,24.4298
LMT,Lockheed Martin Corporation Com ,24.6894
MRK,Merck & Company Inc. Common St ,24.8057
PDCO,Patterson Companies Inc. ,25.1511
HIG, Hartford Financial Services Gro ,25.177
LH,Laboratory Corporation of Ameri ,25.2222
PRGO,Perrigo Company ,25.2725
WBA,Walgreens Boots Alliance Inc.,25.588
GILD,Gilead Sciences Inc. ,25.7372
DAL,Delta Air Lines Inc. (New) Comm ,25.8586
NRG,NRG Energy Inc. Common ,26.0113
ENDP,Endo Health Solutions Inc. ,26.0142
ISRG,Intuitive Surgical Inc. ,26.4542
FDX,FedEx Corporation Common ,26.4627
BAX,Baxter International Inc. Commo ,26.5481
MDT,Medtronic Inc. Common ,26.6162
ADS,Alliance Data Systems Corporati ,26.6217
AMGN,Amgen Inc. ,26.6809
XLNX,Xilinx Inc. ,26.9507
EMC,EMC Corporation Common ,27.0337
EW,Edwards Lifesciences Corporatio ,27.1663
HAS, Hasbro  Inc. ,27.3969
FLS,Flowserve Corporation Common St ,27.4515
LRCX,Lam Research Corporation ,27.7678
LVLT,Level 3 Communications Inc. Co ,28.0638
LEG,Leggett & Platt Incorporated C ,28.0846
AVY,Avery Dennison Corporation Comm ,28.1562
NTAP,NetApp Inc. ,28.2708
MHK,Mohawk Industries Inc. Common  ,28.5656
SWKS,Skyworks Solutions Inc. ,28.748
MAS,Masco Corporation Common ,28.7494
NKE,Nike Inc. Common ,28.8452
CCE,Coca-Cola Enterprises Inc. Com ,29.0098
MCD,McDonald's Corporation Common S ,29.0551
WU,Western Union Company (The) Com ,29.2847
REGN,Regeneron Pharmaceuticals Inc. ,29.581
HRB, H&R Block  Inc. Common ,29.7057
CAH,Cardinal Health Inc. Common St ,29.7087
NFLX,Netflix Inc. ,29.7451
ABT,Abbott Laboratories Common Stoc ,29.7788
MSFT,Microsoft Corporation ,29.8905
JNPR,Juniper Networks Inc. Common S ,29.935
MAT,Mattel Inc. ,29.9526
HBI, Hanesbrands Inc. Common ,29.9941
