DHI,D.R. Horton Inc. Common ,19.0118
COG,Cabot Oil & Gas Corporation Com ,19.9726
FDO,Family Dollar Stores Inc. Comm ,22.3021
LUK,Leucadia National Corporation C ,23.12
ABBV,AbbVie Inc. ,23.9056
JOY, Joy Global Inc. Common ,24.5524
IP,International Paper Company Com ,25.3391
DOV,Dover Corporation Common ,25.4655
SNI,Scripps Networks Interactive I ,25.4953
RIG,Transocean Ltd (Switzerland) Co ,26.259
HP, Helmerich & Payne  Inc. Common  ,26.2835
EOG,EOG Resources Inc. Common Stoc ,26.6379
QEP,QEP Resources Inc. Common Stoc ,26.7048
XEC,Cimarex Energy Co Common ,26.8841
MOS,Mosaic Company (The) Common Sto ,27.0116
MRK,Merck & Company Inc. Common St ,27.7477
FTI,FMC Technologies Inc. Common S ,27.7699
MNK,Mallinckrodt plc ,27.8969
SWN,Southwestern Energy Company Com ,28.0651
ATI,Allegheny Technologies Incorpor ,28.4377
EQT,EQT Corporation Common ,29.0018
URI,United Rentals Inc. Common Sto ,29.0685
GILD,Gilead Sciences Inc. ,29.4107
AVY,Avery Dennison Corporation Comm ,29.5572
SHW,Sherwin-Williams Company (The)  ,29.7518
ZION,Zions Bancorporation ,29.8531
